seller_id,week,total_orders,on_time_rate,avg_review_score,freight_pct_of_price
80e6699fe29150b372a0c8a1ebf7dcc8,2017-01-02,1,100.0,5.0,7.04
8f119a0aee85c0c8fc534629734e94fd,2017-01-02,1,100.0,4.0,45.99
b14db04aa7881970e83ffa9426897925,2017-01-02,2,50.0,2.0,39.23
b2ba3715d723d245138f291a6fe42594,2017-01-02,1,100.0,4.0,13.59
b76dba6c951ab00dc4edf0a1aa88037e,2017-01-02,2,100.0,5.0,116.43
ccc4bbb5f32a6ab2b7066a4130f114e3,2017-01-02,1,100.0,5.0,5.25
e24fc9fcd865784fb25705606fe3dfe7,2017-01-02,1,100.0,5.0,4.83
fa1c13f2614d7b5c4749cbc52fecda94,2017-01-02,1,100.0,5.0,10.21
054694fa03fe82cec4b7551487331d74,2017-01-09,1,100.0,5.0,6.03
05ff92fedb5be47920fea08e501238b9,2017-01-09,1,100.0,1.0,8.75
1554a68530182680ad5c8b042c3ab563,2017-01-09,3,60.0,3.4,38.43
1b8b75e227c9a9c100d0c210fb6176ce,2017-01-09,1,100.0,5.0,16.29
2a1348e9addc1af5aaa619b1a3679d6b,2017-01-09,3,66.67,4.33,44.54
392e0502231ae2f8b29994ef6398cd77,2017-01-09,1,0.0,5.0,18.97
3d39fbf22a665714baf62fae36029e23,2017-01-09,1,100.0,5.0,28.81
440dd6ab244315c632130ecfb63827b1,2017-01-09,1,100.0,5.0,55.08
46dc3b2cc0980fb8ec44634e21d2718e,2017-01-09,1,100.0,5.0,5.05
48efc9d94a9834137efd9ea76b065a38,2017-01-09,1,100.0,5.0,110.38
4a3ca9315b744ce9f8e9374361493884,2017-01-09,7,100.0,4.29,25.76
4d600e08ecbe08258c79e536c5a42fee,2017-01-09,1,100.0,1.0,2.94
4da0e408c99d2fdc2126dc9fce518060,2017-01-09,2,100.0,4.0,35.95
54a1852d1b8f10312c55e906355666ee,2017-01-09,1,0.0,1.0,73.27
59fb871bf6f4522a87ba567b42dafecf,2017-01-09,1,100.0,5.0,6.7
5a8e7d5003a1f221f9e1d6e411de7c23,2017-01-09,2,100.0,4.5,16.95
5b664594895aefb418afaee6d40a9a23,2017-01-09,1,100.0,5.0,41.26
80e6699fe29150b372a0c8a1ebf7dcc8,2017-01-09,3,100.0,3.67,19.72
